Nombre,Dirección,Localidad,Teléfono,Horario,Precio,Página web,Contacto,Correo electrónico,Observaciones,Perfil 1,Perfil 2,Foto
Iglesia Nuestra Señora de Las Aguas,KR 2A # 18A - 62/68,Candelaria,3412985,"Abre sus puertas media hora antes de cada misa. Horario de Eucarísticas: Lunes 6:00 p.m., Martes a Viernes 7:00 a.m., 1:00 p.m., 6:00 p.m., Sábado 12:00 m, 6:00 p.m., Domingo 8:00 a.m., 10:00 a.m., 11:00 a.m. (Inglés), 12:00 m., 6:00 p.m.",NA,http://plasaguas.arquibogota.org.co/es/ - www.parroquialasaguas.com,Padre Marco Sampognero,parroquiadelasaguas@gmail.com,Ninguna,Religioso,Cultural,
Iglesia Nuestra Señora de Las Nieves,"AK 7 # 20 - 12 , Casa Cural CL 20 # 6 -10, Despacho Parroquial CL 20 # 6 - 18",Santa Fe,341 88 67,"Abierto de Lunes a Domingo de 6:30 a.m. a 6:30 p.m. Horario de Eucarísticas: Lunes, Miércoles y Jueves de 7:15a.m., 12:15 m.m, 1:00 p.m., 5:30 p.m., Martes 7:15 a.m., 12:15 m., 1:00 p.m., 3:00 p.m., 5:30 p.m., Viernes 7:15 a.m., 12:15 m., 1:00 p.m., 3:00 p.m., 5:30 p.m., Sábado 11:00 a.m., 12:00 m., Domingo: 6:30 a.m., 8:30 a.m., 10:30 a.m., 12:30 a.m. Día 14 de cada mes misa al Señor de los Milagros",NA,NA,Paola Cárdenas,plasnieves@arquibogota.org.co,Ninguna,Religioso,Cultural,
Iglesia San Antonio de Padua,AK 14 # 6 - 33 SUR - Dirección Despacho: CL 6 SUR # 14 - 18,Antonio Nariño,566 80 44,"Abierto solo para celebración de eucaristías. Eucaristías: Domingo 7:00 a.m, 8:30 a.m, 10:00 a.m., 12:00 m., 5:00 p.m., 6:30 p.m, Martes a Viernes 7:00 a.m., 6:00 p.m. Confesiones antes y después de las eucaristías, visita y comunión a los enfermos desde las 8:00 a.m., visita a cenízaros Domingo  de 8:00 a.m. a 12:00 m. Horario Despacho Parroquial: Lunes a Viernes de 9:30 a.m. a 12:30 a.m. y de 2:00 p.m. a 5:00 p.m.",NA,http://psanantoniodepadua.arquibogota.org.co/es/,Jenny Rodríguez,psanantoniodepadua@arquibogota.org.co,Ninguna,Religioso,Cultural,
Iglesia San Juan de Dios,CL 12 # 9 - 93,Candelaria,334 50 81,"Abierta de Lunes a Viernes de 7:00 a.m. a 4:30 p.m. (que no sea festivo), Sábado y Domingo de 7:30 a.m. a 1:00 p.m. Eucaristías Lunes 7:30 a.m. por los difuntos y benditas almas, martes 1:00 p.m. Divino Niño y Señor de Los Milagros, Martes 2:00 p.m. Santa Rita, Miércoles 7:30 a.m. San Judas Tadeo, Jueves 1:00 p.m. Santísima Trinidad, Viernes 7:30 a.m. San Juan de Dios, Viernes 1:00 p.m. Todos los Santos, Viernes 2:00 p.m. Conversión bienestar y liberación, Sábado 9:00 a.m. Santísima Virgen. Todos los 14 de cada mes Señor de Los Milagros, Todos los 28 de cada mes San Judas Tadeo. Horario de atención Despacho: Lunes a Viernes de 8:00 a.m. a 4:30 p.m. Jornada Continua, Sábado y Domingo de 8:00 a.m. a 1:30 p.m. Días festivos no hay servicio.",NA,NA,Blanca García,rectoriasanjuandedios@gmail.com,Ninguna,Religioso,Cultural,
Iglesia San Pedro de Usme,"CL 137C SUR # 14 - 07,  Despacho Parroquial KR 14 # 137B - 34 SUR (antigua)",Usme,766 01 71,"Apertura sola para celebración de la Eucaristía. Eucaristías: Lunes a Viernes 5:30 p.m., Sábado 12:00 m., 2:00 p.m., 3:00 p.m, 6:00 p.m., Domingo 8:00 a.m., 10:00 a.m., 12:00 m., 6:00 p.m. Todos los 14 de cada mes celebración del Señor de los Milagros. Horario Despacho Parroquial: Miércoles a Lunes de 9:00 a.m. a 12:00 m. No se atiende martes y festivos.",NA,NA,"Hilba Herrera, Martha Ruiz",psanpedrodeusme@arquibogota.org.co,Ninguna,Religioso,Cultural,
Iglesia y Recoleta de San Diego,Avenida Jorge Eliecer Gaitán - CL 26 (CL 26 # 7 - 30) Despacho Parroquial AK 7 # 26 - 47,Santa Fe,341 24 76,"Santa Misa Dominical 10:30 a.m., 12:00 m., 6:15 p.m., Misa Diaria 7:15 a.m., 12:15 m., 6.15 p.m., Bautizos Segundo y Cuarto Sábado de cada mes 11:00 a.m., Horario Despacho Parroquial: Lunes a Viernes de 8:30 a.m. a 12:30 m. y de 5:00 p.m. a 5:00 p.m.",NA,NA,NR,parroquiadesandiego@yahoo.com,Ninguna,Religioso,Cultural,
Imprenta Distrital,CL 11 SUR # 1 - 60 ESTE,San Cristóbal,381 30 00,Lunes a Viernes de 7:00 A.M. a 5:00 P.M. Funcionarios  ,NA,http://secretariageneral.gov.co/imprenta-distrital,Información General: Camila Mejía,imprentadistrital@alcaldiabogota.gov.co,Ninguna,Cultural,Mochilero,
Jardín Botánico José Celestino Mutis,AC 63 # 68 - 95,Engativa,437 70 60 Extensión 1000 - 1012,"Lunes a Viernes de 8:00 A.M. a 5:00P.M.; Fin de semana y festivos de 9:00 A.M. a 5:00 P.M.; Cerrado el primer lunes en la mañana ( o martes cuando el lunes es festivo) de cada mes y atienden de 1:00 P.M. a 5:00 P.M. Para los recorridos guiados se sugiere ingresar a más tardar a las 3:00 P.M. ya que el recorrido dura dos (2) horas aproximadA.M.ente. Horario biblioteca: Lunes : 7:00 A.M. a 1:00 P.M. y de 2:00 P.M. a 4:30 P.M., Martes a Viernes: 7:00 A.M. a 4:30 P.M.","Adultos 2.700
Niños de 4 a 12 años 1.400
Niños de 3 o menos años y adultos mayores de 60 años no pagan",http://www.jbb.gov.co/,Jhon Jairo Duarte - Taquilla,contactenos@jbb.gov.co,"Coordinadora reservas de visitas guiadas y espacios Magda Gómez, reservaespacios@jbb.gov.co
Servicio al ciudadano quejas, reclamos y sugerencias Amilde Rozo, arozo@jbb.gov.co Ext. 1012",Cultural,Mochilero,
La Balsa de la Ofrenda (Museo del Oro),KR 6 # 15 - 88,Santa Fe,343 22 22,"Martes a Sábado de 9:00 A.M. a 6:00 P.M.; Domingo 10:00 A.M. a 4:00 P.M. Visitas guiadas: Martes a Viernes en español 11:00 A.M., 3:00 P.M., 4:00 P.M., en Inglés 11:00 A.M., 4:00 P.M. Los martes y sábados a las 3:00 P.M. la visita es temática","$4000 Entrada general, el Domingo es gratuito. Adultos mayores, personas en condiciones de discapacidad y niños menores de 5 años entran gratis. ",www.banrepcultura.org,"Efraín Riaño, Director de la unidad de artes y colecciones, Ángela Pérez Mejía, Gerencia General.","prensablaa@banrep.gov.co   Felicitaciones, quejas y denuncias: atencionalciudadano@banrep.gov.co                                            ",Ninguna,Cultural,Mochilero,
La Puerta Falsa,CL 11 # 6 - 50,Candelaria,286 50 91 ,"Lunes a Sábado de 7:00 A.M. a 9:00 P.M., Domingo de 7:00 A.M. a 7:00 P.M.",NA,http://www.restaurantelapuertafalsa.inf.travel/cms/templates/preview/411/25/index,NR,pacho822@gmail.com,Ninguna,Cultural,Ocio,
Marcha por la Ciudadanía Plena LGBTI,VARIAS LOCALIDADES,NA,335 80 00,NA,NA,NA,NA,NA,Ninguna,Mochilero,,
Media Maratón de Bogotá,VARIAS LOCALIDADES,NA,256 37 65,NA,NA,NA,NA,NA,Ninguna,Ocio,,
Mercado de Las Pulgas Eje Ambiental,COSTADO NORTE DEL EJE AMBIENTAL KR 4 Y 3,Santa Fe,NA,NA,NA,NA,NA,NA,Ninguna,Negocio,Ocio,
Mercado de las Pulgas Usaquén,KR 6A CL 118 A 121,Usaquén,772 37 00,Domingos y Festivos 8:30 A.M. a 5:30 P.M.,NA,www.pulgasusaquen.com,William Ardila ( Representante Legal),Presidencia@pulgasusaquen.com,Ninguna,Negocio,Ocio,
Mercado de Pulgas San Alejo,KR 7 # 24 - 70 - SEDE ADMINISTRATIVA CL 17 # 9 - 21 OF501,Santa Fe,281 56 15 - 283 10 73,Domingo y Festivos  de 9:00 A.M. a 5:00 P.M.,NA,https://www.pulgassanalejo.co/,Paula Vargas,info@pulgassanalejo.com,Ninguna,Negocio,Ocio,
Mirador Torre Colpatria,KR 7A # 24 - 89 ,Santa Fe,609 00 52 Extensión 101 -  745 63 00 ,"Viernes de 6:00 P.M. a 9:00 P.M., Sábado 2:00 P.M. a 8:00 P.M. y Domingos 11:A.M. a 5:00 P.M.",$7000 por persona a partir de los 5 años.,NA,"Angie Bernal, Coordinación y Prensa",NR,Ninguna,Cultural,Ocio,
Monumento a la Batalla de Ayacucho,"KR 7 ENTRE CL 8 Y 9, PLAZOLETA FRENTE A LA CASA DE NARIÑO",Candelaria,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Julio González Pola y García, Inauguración: 4 de junio de 1930 BICD - Resolución 0035 de 2006
BICNAL - Resolución 0395 de 2006",Cultural,Mochilero,
Monumento a la Diosa del Agua - Sia - Diosa del agua,SEPARADOR DE LA AVENIDA DE LAS AMÉRICAS KR 72,Kennedy,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: María Teresa Zerda y Manuel Venguechea, Inauguración: 1948 BICD - Resolución 0035 de 2006",Cultural,Mochilero,
Monumento a Los Héroes,AUTO NORTE CL 79 y 80,Chapinero,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Estatua Ecuestre del Libertador: Emmanuel Fremiet, Monumento a los Héroes: Vico Consorti, Inauguración: 24 de julio de 1963 ",Cultural,Mochilero,
Monumento a los Héroes Anónimos de la Independencia - Héroes ignotos de la Independencia,CL 63 KR 50 (GLORIETA),Barrios Unidos,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Cipriano Rubio Ricaurte e Ismael Rojas, Inauguración: 31 de julio de 1910 BICNAL - Resolución 0395 de 2006",Cultural,Mochilero,
Monumento a los Militares y Policías caídos en Combate,AC 26 KR 42 Y 45,Teusaquillo,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Taller del Espacio Público de Bogotá, Inauguración 7 de agosto de 2003 ",Cultural,Mochilero,
Monumento a Rafael Uribe Uribe,CL 35 y 39 KR 5 y 7 PARQUE NACIONAL ENRIQUE OLAYA HERRERA,Santa Fe,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Diseño de Alfredo Rodríguez Orgaz y Victorio Macho, grupo escultórico ejecutado por Victorio Macho y relieves de Bernardo Vieco BICNAL - Resolución 0395 de 2006",Cultural,Mochilero,
Monumento al Almirante José Prudencio Padilla,SEPARADOR PARK WAY DE LA SOLEDAD CL 37,Teusaquillo,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Gerardo Benítez, Inauguración: 24 de julio de 1965 ",Cultural,Mochilero,
Monumento Américo Vespucio,KR 7 CL 97,Chapinero,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Octavio Martínez Charry, Inauguración: 14 de noviembre de 1987 ",Cultural,Mochilero,
Monumento Cristóbal Colón e Isabel de Castilla - Isabel la Católica y Cristóbal Colón,SEPARADOR AVENIDA EL DORADO KR 99,Engativá,NA,NA,NA,NA,Ingrid Duarte Pinto - Arquitecta Contratista - 3795750 Extensión 902,ingrid.duarte@idpc.gov.co ,"Autor: Estaturas modeladas por César  Sighinolfi, Inauguración: 20 de julio de 1906 BICD - Resolución 0035 de 2006
BICNAL - Resolución 0395 de 2006",Cultural,Mochilero,
Monumento y Plazoleta de Banderas,AV AMÉRICAS CON CARRERA 80,Kennedy,355 08 00  - 344 50 00 - 338 66 60,NA,NA,NA,Contacto 3550800 Extensión 154,idpc@idpc.gov.co; info@idpc.gov.co,Ninguna,Cultural,Mochilero,
Mural Teogonía de los Dioses Chibchas (Hotel Tequendama),KR 10 # 26 - 20 SALA RECEPCIÓN HOTEL TEQUENDAMA,Santa Fe,382 29 00,Lunes a Viernes de 8:00 A.M. a 6:00 P.M. en oficina y las visitas son las 24 Horas 7 días a las semanas sin son huéspedes,NA,NA,"Nancy Prieto, Coordinadora general y Prensa",jefe.banquetes@cht.com.co,"Por encontrarse dentro del Hotel Tequendama, presta los servicios del Hotel",Cultural,Mochilero,
Museo Arqueológico Casa del Marqués de San Jorge - MUSA,KR 6 # 7 - 43,Candelaria,243 10 48 - 2431690,"Lunes a Viernes de 08:30 A.M. a 05:00 P.M., Sábados de 09:00 A.M. a 04:00 P.M. y  Domingos y Festivos 10:00 A.M. a 4:00 P.M.","Niños y estudiantes de colegio: $2,000
Estudiantes Universitarios: $3,500
Adultos: $4,000 —  Adultos Mayores: $3,500
Extranjeros: $4,000",http://www.musarq.org.co/,María Martínez: Información,"o.martinez@musa.com.co, direccion@musa.com.co",Ninguna,Cultural,Ocio,
Museo Arte Miguel Urrutia - MAMU - Banco de la República,CL 11 # 4 - 21,Candelaria,"343 13 16, 343 11 11","Lunes a Sábado de 9:00 A.M. a 7:00 P.M., Domingos y Festivos de 10:00 A.M. a 5:00 P.M.",NA,http://www.banrepcultural.org/museos-y-colecciones/museo-de-arte,"Efraín Riaño, Director de la unidad de artes y colecciones, Ángela Pérez Mejía, Gerencia General.","exposiciones@banrep.gov.co; prensablaa@banrep.gov.co, atencionalciudadano@banrep.gov.co;          ",Ninguna,Cultural,Ocio,
Museo Botero - Banco de la República,CL 11# 4 - 41 ,Candelaria,343 13 16 - 343 11 11,"Lunes a sábado 9:00 A.M. a 7:00 P.M. Último ingreso a las 6:30 P.M. , Martes Cerrado, Domingos y festivos: 10:00 A.M. a 5:00 P.M. Último ingreso a las 4:30 P.M. Visitas Guiadas: 
Lunes a viernes: 12:30 a 1:30 P.M. o 4:00 a 5:00 P.M. y 5:30 a 6:30 P.M. (excepto los martes que el museo se encuentra cerrado).  Sábado: 10:00 A.M. 12:00 m., 2:00 P.M., 4:00 P.M. , Domingo 10:00 A.M. y  1:30 P.M.
Visitas en Inglés: de 12:30 a 1:30 P.M. y viernes 4:00 a 5:00 P.M.",NA,http://www.banrepcultural.org/museo-botero,"Efraín Riaño, Director de la unidad de artes y colecciones, Ángela Pérez Mejía, Gerencia General.","exposiciones@banrep.gov.co; prensablaa@banrep.gov.co, atencionalciudadano@banrep.gov.co;          ","Los profesores interesados en planear una visita con sus alumnos deben tener en cuenta las siguientes recomendaciones: reservar mínimo con quince (15) días de anticipación únicamente en los teléfonos 3 43 12 21 o 3 43 11 11 Ext. 03 15 o 19 97, tener en cuenta los horarios de atención para reserva de visitas: de lunes a viernes de 8:15 a 5:00 p.m., y elegir el horario y el día que más le convenga para su visita: lunes a viernes (excepto los martes) 9:00 a 10:30 a.m., 11:00 a 12:00 m o de 2:00 a 3:30 p.m.",Cultural,Ocio,
Museo Casa Cuervo Urisarri,CL 10 # 4 - 69,Candelaria,324 2121  Extensión 141,"Horario administrativo: Lunes a Viernes de 9:00 A.M. a 5:00 P.M., el horario de los cuatro espacios de exhibición varía según la exhibición.",NA,http://www.caroycuervo.gov.co/museos/,"Juan Darío Restrepo Figueroa - Coordinador, Carlos Buevas - Comunicador educativo Marisol Montoya Sánchez ",museos@caroycuervo.gov.co; contactenos@caroycuervo.go.co; carlos.buelvas@caroycuervo.gov.co,"Casa Natal de Rufino José Cuervo, declarado como bien material patrimonial, posee 4 espacios para exposición dentro de la casa, maneja exposiciones de larga y corta duración; adicional funciona en la casa el Seminario Andrés Bello",Cultural,Ocio,
Museo Casa Fundación Enrique Grau Araujo,CL 94 # 7 - 48,Chapinero,236 46 69 - 610 77 82,Lunes a Viernes de9:00 A.M. a 12:00 m. y de 2:00 P.M. a 5:00 P.M. Visitas guiadas con solicitud,"Niños y estudiantes 5,000, adultos 10,000",https://fundacionenriquegrau.com/,Clara Freidel - Dirección administrativa,direccionadministrativa@fundacionenriquegrau.com - administrativa@museocasagrau.com,Ninguna,Cultural,Ocio,
Museo Colonial,KR 6 # 9 - 77,Candelaria,341 60 17,"Martes a Viernes de 9:00 A.M. a 4:30 P.M., Sábado, Domingo y Festivos de 10:00 A.M. a 3:00 P.M.","Niños 500 mayores de 5 años
Estudiantes 2000
Adulto 3000
Menores de 5 años, adulto mayor y personas en condición de discapacidad gratis. Domingos Gratis",http://www.museocolonial.gov.co/Paginas/default.aspx,"Directora: María Constanza Toquica, Juan Pablo Ochoa: Administración",museocolonial@mincultura.gov.co,Ninguna,Cultural,Ocio,
Museo de Arquitectura Leopoldo Rother,KR 30 # 45 - 03 CIUDAD UNIVERSITARIA EDIFICIO 207,Teusaquillo,316 50 00 Extensión 16903,"Lunes a jueves de 8:00 A.M. a 7:00 P.M. Viernes y sábado de 8:00 A.M. a 4:00 P.M., en jornada continua. Visitas guiadas: por favor contactar el Museo para disponibilidad de horarios de visitas. Consulta de colecciones: Lunes y Jueves de 9:00 A.M. a 12:00 m. y de 2:00 P.M. a 5:00 P.M.",NA,http://www.facartes.unal.edu.co/museoarquitectura/,Memet Charum Bayaz - Director ,musalr_bog@unal.edu.co,Ninguna,Cultural,Ocio,
Museo de Arte Contemporáneo Uniminuto ,KR 74 # 82A - 81,Engativa,291 65 20 Extnesión 6160 ,"Martes a Viernes de 9:00 A.M. a  6:00 P.M., Sábados (último sábado del mes ingreso gratuito) 10:00 A.M. a 4:00 P.M.,Cerrado domingos, lunes y días festivos. Entrada gratuita,  estudiantes, egresados y administrativos de UNIMINUTO, primera infancia, adultos mayores de 60 años con cédula y personas en condición de discapacidad. Para todos los públicos el último sábado del mes con el ánimo de continuar con las buenas prácticas del progrA.M.a  Siga esta es su Casa.  ",Niños y niñas de 6 a 12 años  $1.000. Estudiantes y docentes con carné $2.000 Público general $3.000 Servicio educativo de visita interpretada o visita taller $2.000 adicionales por persona.,http://www.mac.org.co/,Alexandra Ferrucho - Recepción,gusdigital@gmail.com; prensamacbogota@gmail.com,Ninguna,Cultural,Ocio,
Museo de Arte de la Universidad Nacional de Colombia,KR 30 N 45 - 03 EDIFICIO MUSEO DE ARTE,Teusaquillo,316 50 00 Extensión 11992/11993,"Martes a Jueves y Sábados de 10:00 A.M. a 7:00 P.M., Viernes 10:00 A.M. a 4:00 P.M.",NA,www.patrimoniocultural.unal.edu.co,María Belén Saez de Ibarra - Directora,museo_arte@unal.edu.co,Ninguna,Cultural,Ocio,
Museo de Arte Moderno de Bogotá - MAMBO,CL 24 # 06 - 00,Santa Fe,280 04 66,Martes a Sábado  de 10:00 A.M. 6:00 P.M.;Domingo de 12:00 P.M. a 5:00 P.M.,"$ 10000 Particulares, $ 7000 Estudiantes y docentes",www.mambogota.com,Mauricio Alario ( Director de Comunicaciones),Comunicaciones@mambogota-com,Ninguna,Cultural,Ocio,
Museo de Artes Gráficas - Imprenta Nacional de Colombia,KR 66 # 24 - 09,Teusaquillo,457 80 00 Extensión 2728,Lunes a Viernes 8:00 A.M. a 1:00 P.M. y de 2:00 a 5:00 P.M.,NA,http://jacevedo.imprenta.gov.co/museo,Ruth Rebón - Directora,museo@imprenta.gov.co,"Para programar una visita guiada al Museo de Artes Gráficas solo se debe enviar un correo electrónico a la dirección museo@imprenta.gov.co especificando el día, la hora y el número de visitantes. No se brinda más información indica que ya la han contactado varias veces",Cultural,Ocio,
Museo de Artes Visuales de la Universidad Jorge Tadeo Lozano,KR 4 # 22 - 40,Los Mártires,242 70 30 Extensión 1404/05,Lunes a viernes de 8:00 A.M. a 8:00 P.M.; Sábados de 8:00 A.M. a  5:00 P.M. ,N/A,http://www.utadeo.edu.co/es/micrositio/museo-de-artes-visuales,Isabel Bernaza (Directora),isabel.vernaza@utadeo.edu.co,Ninguna,Cultural,Ocio,
Museo de Bogotá - Casa de la Independencia,CL 10 # 3 - 61,Candelaria,352 18 65 - 352 18 64,"Martes a Viernes de 9:00 A.M. a 6:00 P.M., Sábados y Domingos  de 10:00 A.M. a 5:00 P.M. (Lunes no se abre)",NA,http://museodebogota.gov.co/,Andrés Gutiérrez: Recepción en Juan Sámano.,"atencionalciudadano@idpc.gov.co, educacionmdb@ipc.gov.co",Ninguna,Cultural,Ocio,
Museo de Bogotá - Casa del Virrey Juan Sámano,KR 4 # 10 - 18,Candelaria,352 18 65 - 352 18 64,"Martes a Viernes de 9:00 A.M. a 6:00 P.M., Sábados y Domingos  de 10:00 A.M. a 5:00 P.M. (Lunes no se abre)",NA,http://museodebogota.gov.co/,Andrés Gutiérrez: Recepción,"atencionalciudadano@idpc.gov.co, educacionmdb@ipc.gov.co",Ninguna,Cultural,Ocio,
Museo de Ciencia y Tecnología interactiva - maloka,KR 68 # 24A - 51,Fontibón,427 27 07,Lunes a Viernes de 8:00 A.M. a 6:00 P.M.; Fines de semana y Festivos de 10:00 A.M. a 7:00 P.M. (Lunes después de festivo no abren),Según el plan,www.maloka.org,Yesica Rodríguez - VoluntariaPbx,info@maloka.org,El museo presta los mismos servicios del Centro interactivo.,Cultural,Ocio,
Museo de ciencias universidad del Bosque ,AK 9 # 131 A - 02 ,Usaquén,648 90 00 Extensión 96 ,Lunes a Viernes de 8:00 A.M. a 5:00 P.M.,NA,www.uelbosque.edu.co,Víctor Rodríguez (  Coordinador de Colecciones),Museodeciencias@unbosque.edu.co,Para los talleres se deben realizar la inscripción vía telefónica,Cultural,Ocio,
Museo de Historia de la Escuela Militar de Cadetes General José María Córdova,AC 80 # 38 - 00,Barrios Unidos,377 08 50,NR,NR,http://www.esmic.edu.co/,NR,NR,NR,Cultural,Ocio,
Museo de Historia de la Medicina Ricardo Rueda González,AK 7 # 69 - 11,Chapinero,249 31 22 - 555 05 55,"Lunes a Viernes de 8:00 a 6:00 P.M. para visita externa del museo
Para visita Académica se hace bajo reserva",NA,http://anmdecolombia.net/index.php/la-academia/historiaanm/2-uncategorised/91-museo-de-historia-de-la-medicina,Carmiña Tovar,com_museo@anmdecolombia.org.co,Ninguna,Cultural,Ocio,
Museo de Historia Natural de la Universidad  Nacional,KR 30 # 45 - 03 ED 425 (INSTITUTO DE CIENCIAS NATURALES),Teusaquillo,316 50 00 Extensión 11535,"Lunes a Viernes de 8:00 A.M. a 12:00 m. y 2:00 P.M. a 5:00 P.M. (entrada hasta las 4:30 P.M.), Sábado de 9:00 A.M. a 12:00 m. (Visitas progrA.M.adas con reserva previa y cupo mínimo de 10 personas)","Estudiantes, docentes y administrativos UNAL: Entrada libre (presentando carné de vinculación vigente).
Menores de tres años y mayores de 60 años, sin costo.
Personas de instituciones educativas, $3000
Público general, $4.000
Charlas temáticas, $ 7.000
Talleres temáticos, $ 10.000",http://ciencias.bogota.unal.edu.co/historianatural/,Verónica Rocha - Coordinadora,museohn_nal@unal.edu.co,Ninguna,Cultural,Ocio,
Museo de la Ciencia y el Juego,KR 30 # 45 - 03 CIUDAD UNIVERSITARIA CONCHA ACÚSTICA,Teusaquillo,316 54 13,"Es interactivo, no permanente, la sala se activa previa solicitud de la temática a tratar. Lunes a Viernes de 8:00 A.M. a 12:00 m. y de 2:00 P.M. a 5:00 P.M. ","Valor por persona: $3000 (estudiantes colegios públicos); $6000 (particulares, estudiantes colegios privados y estudiantes universitarios).",www.cienciayjuego.com,Julián Betancourt Mellizo - Director ,mcj_fcbog@unal.edu.co,Ninguna,Cultural,Ocio,
Museo de La Independencia - Casa del Florero,KR 7 # 11 - 28 ,Candelaria,334 41 50 - 336 03 49,"Martes a Viernes de 9:00 A.M. a 5:00 P.M., Sábados y Domingos de 10:00 A.M. a 4:00 P.M.","Adultos: $3000, Estudiantes: $2000, Niños mayores de 5 años: $1000, Personas en condición de discapacidad, adultos mayores de 60 años y niños menores de 5 años entran gratis. ",http://www.museoindependencia.gov.co/Paginas/default.aspx,"Elvira Pinzón Méndez, Coordinación General.","
museoindependencia@mincultura.gov.co",Ninguna,Cultural,Ocio,
Museo de la Salle Bogotá,KR 2 # 10 - 70 - UNIVERSIDAD DE LA SALLE - SEDE CANDELARIA,Candelaria,353 53 60 Extensión 2209 - 2214,"Exposición permanente: Lunes a Viernes de 9:00 A.M. a 5:00 P.M., Sábados de 9:00 A.M. a 1:00 P.M. Colección Científica: Sólo con solicitud previa de Lunes a Viernes de 8:00 A-M a 12:00 P.M. ó de 1:00 P.M. a 5:00 P.M. La Jornada de Puertas Abiertas es el Ultimo domingo de cada mes de 10:00 A.M. a 4:00 P.M.","Niños: $3000, Adultos: $4800, Miembros Sallistas entran gratis, Lasallista niño: $2900, Lasallista adulto: $4100. Niños menores de 3 años, personas en condición de discapacidad y adultos mayores entran gratis.",museo.lasalle.edu.co,"Elizabeth Rubio - Auxiliar de caja
Equipo administrativo.",secmuseo@lasalle.edu.co,Reservas para más de 15 personas: infomuseo@lasalle.edu.co,Cultural,Ocio,
Museo de Los Niños,AK 60 # 63 - 27,Barrios Unidos,742 89 21,Los horarios y actividades pueden cambiar según operación y rura del mes,Las tarifas se aplican según actividad y según el tipo de afiliado a Colsubsidio.,http://www.museodelosninos.org.co/,NR,museodelosninos@colsubsidio.com,Ninguna,Cultural,Ocio,
Museo de Suelos de Colombia,KR 30 # 48 - 51 - CENTRO DE INFORMACIÓN,Teusaquillo,369 41 00 Extensión 91099,Lunes a Viernes de 7:30 A.M. a 3:45 P.M.,NA,http://www.igac.gov.co:10040/wps/wcm/connect/Web+-+Areas+Estrategicas/Areas+Estrategicas/Areas+Estrategicas/Subdireccion+de+Agrologia/Museo+de+suelos/MuseodeSuelos,Jacobo Contreras,visitasguiadas@igac.gov.co,Para las visitas guidas se debe remitir correo para autorización de ingreso. El Museo permanece cerrado,Cultural,Ocio,
Museo de Trajes Regionales de Colombia,CL 10 # 6 - 26,Candelaria,341  04 03 - 341  90 89,"Lunes a Viernes de 09:00 A.M. a 4:00 P.M. , Sábados  de 9:00 A.M. a 2:00 P.M. , Festivo y Domingos no se abre. La hora del último ingreso al Museo de Lunes a viernes es a las 4:00 P.M.., los días sábados es a la 1:30 P.M..","Menores de 10 años entran gratis, Niños Mayores de 10 años y estudiantes con carné: $1000, adultos: $3000, Adulto Mayor: Voluntario. Ultimo viernes del mes: PUERTAS ABIERTAS.",http://www.museodetrajesregionales.com/,"Ángela Rivera: Área de Conservación, María Consuelo Osorio: Área de educación.",medi.museotrajes@uamerica.edu.co,Ninguna,Cultural,Ocio,
Museo del Cobre,KR 6 # 12C - 28,Candelaria,243 61 09,"Museo: 02:00 P.M. a 04:00 P.M., Tienda 10:00 A.M. a 6:00 P.M. Lunes a Viernes",NA,NR,"Jaime y Zapata Administrador y director, Martha Molina, ventas en tienda.",NR,Ninguna,Cultural,Ocio,
Museo del Espacio ,CL 26B # 5 - 93,Santa Fe,379 57 50 Extensión 9505/9104,Martes a Domingo de 10:00 A.M. a 4:00 P.M.,"Adultos $10.200,
Niños o estudiantes $9.100,
Adulto mayor $5.100,",http://www.planetariodebogota.gov.co/evento/museo-del-espacio-270,Adriana Caballero - Asistente de Información,informacion.planetariodebogota@idartes.gov.co,Ninguna,Cultural,Ocio,
